/css/main.css,2014-01-27 00:00:01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,200,69068
/external/background.PNG,2014-01-27 00:00:04,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36",200,1652
/images/circle.gif,2014-01-27 00:00:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20120101 Firefox/29.0,200,276018
/images/main.jpg,2014-01-27 00:00:08,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; chromeframe/13.0.782.215),200,21737
header.JPG,2014-01-27 00:00:10,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36",500,3134956
footer.GIF,2014-01-27 00:00:12,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; chromeframe/11.0.696.57),200,1998
/external/background.PNG,2014-01-27 00:00:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36",200,1652
/css/main.css,2014-01-27 00:00:17,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2226.0 Safari/537.36",200,69068
/css/main.css,2014-01-27 00:00:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.0 Safari/537.36",200,69068
/external/background.PNG,2014-01-27 00:00:19,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36",200,1652
/external/background.PNG,2014-01-27 00:00:22,Mozilla/5.0 (Windows; U; MSIE 9.0; WIndows NT 9.0; en-US)),200,1652
